row_id_original,term_id,term,type,langs,country,language_pair,country_label,comparison_label,comparison_side,code_lang,hl,gl,collection_date,result_number,link,link_clean,domain,top_level_domain,link_type,link_accessibility,valid_link,site_type,content_producer,author_background,recency_raw,major_errors_raw,accuracy_raw,jargon_score_raw,background_required_raw,access_multimedia_video,access_multimedia_database,access_multimedia_graphs,access_multimedia_hyperlinks,access_multimedia,access_sci_laypeople,access_sci_background,access_sci,accuracy_major_errors,accuracy_presentation,accuracy,cred_has_sources,cred_has_refs,cred_sourcing,cred_producer_high,cred_author_background,cred_source,contextual_everyday,contextual_local_examples,contextual,recency,agg_sci_qual,agg_sci_qual_norm,relevance_score,ndcg,n_coded_results_at_10
2770,58,energia renovável,Socio-Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,3,https://www.portal-energia.com/fontes-de-energia/,https://www.portal-energia.com/fontes-de-energia/,www.portal-energia.com,portal-energia.com,1,1,TRUE,5,12,2,4,2,3,3,2,1,0,0,1,2,1,1,2,1,1,2,0,1,1,0,0.5,0.5,1,0,1,1,9.5,4.75,4.75,0.465268844,4
2771,58,energia renovável,Socio-Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,4,https://www.natgeo.pt/meio-ambiente/as-energias-renovaveis-explicadas,https://www.natgeo.pt/meio-ambiente/as-energias-renovaveis-explicadas,www.natgeo.pt,natgeo.pt,1,2,FALSE,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0.465268844,4
2772,58,energia renovável,Socio-Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,9,https://goldenergy.pt/glossario/fonte-energia-renovavel/,https://goldenergy.pt/glossario/fonte-energia-renovavel/,goldenergy.pt,goldenergy.pt,1,1,TRUE,5,12,1,1,2,3,3,2,1,0,0,1,2,1,1,2,1,1,2,0,0,0,0,0,0,1,0,1,0,7,3,3,0.465268844,4
2773,58,energia renovável,Socio-Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,11,https://www.dgeg.gov.pt/pt/areas-setoriais/energia/energias-renovaveis-e-sustentabilidade/,https://www.dgeg.gov.pt/pt/areas-setoriais/energia/energias-renovaveis-e-sustentabilidade/,www.dgeg.gov.pt,dgeg.gov.pt,1,1,TRUE,5,1,1,4,2,3,3,2,1,0,0,0,1,1,1,2,1,1,2,0,0,0,1,0,1,1,0,1,1,8,4.25,4.25,0.465268844,4
2775,58,energia renovável,Socio-Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,12,https://www.apren.pt/pt/energias-renovaveis/destaques,https://www.apren.pt/pt/energias-renovaveis/destaques,www.apren.pt,apren.pt,1,1,TRUE,5,1,1,1,2,3,2,2,0,0,1,0,1,0,1,1,1,1,2,0,0,0,1,0,1,1,1,2,0,7,3.25,3.25,0.465268844,4
2780,59,mudança climática,Socio-Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,3,https://mundoeducacao.uol.com.br/biologia/mudancas-climaticas.htm,https://mundoeducacao.uol.com.br/biologia/mudancas-climaticas.htm,mundoeducacao.uol.com.br,uol.com.br,1,1,TRUE,5,6,2,1,2,3,3,2,1,0,0,1,2,1,1,2,1,1,2,0,1,1,1,0.5,1.5,1,1,2,0,10.5,4.75,4.75,0.351965094,4
2783,59,mudança climática,Socio-Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,7,https://www.tempo.pt/noticias/actualidade/o-clima-no-pacifico-alerta-para-a-crescente-ameaca-da-mudanca-climatica-oceano-regiao.html,https://www.tempo.pt/noticias/actualidade/o-clima-no-pacifico-alerta-para-a-crescente-ameaca-da-mudanca-climatica-oceano-regiao.html,www.tempo.pt,tempo.pt,3,1,TRUE,5,11,2,4,2,3,3,2,1,0,1,1,3,1,1,2,1,1,2,0,1,1,0,0.5,0.5,1,0,1,1,10.5,5,5,0.351965094,4
2786,59,mudança climática,Socio-Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,9,https://news.un.org/pt/story/2022/11/1804672,https://news.un.org/pt/story/2022/11/1804672,news.un.org,un.org,3,1,TRUE,5,4,1,4,2,3,3,2,1,0,0,1,2,1,1,2,1,1,2,0,1,1,1,0,1,1,1,2,1,11,5.5,5.5,0.351965094,4
2787,59,mudança climática,Socio-Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,10,https://umsoplaneta.globo.com/clima/noticia/2021/04/04/o-que-sao-as-mudancas-climaticas.ghtml,https://umsoplaneta.globo.com/clima/noticia/2021/04/04/o-que-sao-as-mudancas-climaticas.ghtml,umsoplaneta.globo.com,globo.com,1,1,TRUE,5,11,2,4,2,3,3,2,1,0,0,1,2,1,1,2,1,1,2,0,1,1,0,0.5,0.5,1,1,2,1,10.5,5.25,5.25,0.351965094,4
2789,59,mudança climática,Socio-Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,11,https://www.nationalgeographicbrasil.com/meio-ambiente/2022/10/mudanca-climatica-o-que-e-como-e-causada-e-o-que-voce-pode-fazer-para-reverte-la,https://www.nationalgeographicbrasil.com/meio-ambiente/2022/10/mudanca-climatica-o-que-e-como-e-causada-e-o-que-voce-pode-fazer-para-reverte-la,www.nationalgeographicbrasil.com,nationalgeographicbrasil.com,1,1,TRUE,5,11,2,4,2,3,3,2,1,0,0,1,2,1,1,2,1,1,2,0,1,1,0,0.5,0.5,1,1,2,1,10.5,5.25,5.25,0.351965094,4
2790,59,mudança climática,Socio-Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,12,https://www.iberdrola.com/sustentabilidade/contra-mudancas-climaticas,https://www.iberdrola.com/sustentabilidade/contra-mudancas-climaticas,www.iberdrola.com,iberdrola.com,1,1,TRUE,5,12,1,1,2,3,3,2,1,0,0,1,2,1,1,2,1,1,2,0,1,1,0,0,0,1,0,1,0,8,3.5,3.5,0.351965094,4
2793,65,contaminação dos solos,Socio-Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,2,https://apambiente.pt/avaliacao-e-gestao-ambiental/prevencao-da-contaminacao-e-remediacao-do-solo,https://apambiente.pt/avaliacao-e-gestao-ambiental/prevencao-da-contaminacao-e-remediacao-do-solo,apambiente.pt,apambiente.pt,1,1,TRUE,1,1,1,1,2,3,3,2,0,0,0,1,1,1,1,2,1,1,2,0,0,0,1,0,1,1,1,2,0,8,3.75,3.75,0.294350984,2
2796,65,contaminação dos solos,Socio-Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,10,https://www.infoescola.com/meio-ambiente/poluicao-do-solo/,https://www.infoescola.com/meio-ambiente/poluicao-do-solo/,www.infoescola.com,infoescola.com,1,1,TRUE,5,6,3,1,2,3,3,2,1,0,0,1,2,1,1,2,1,1,2,1,0,1,1,1,2,1,0,1,0,10,4.5,4.5,0.294350984,2
2801,66,gases de efeitos de estufa,Socio-Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,9,https://blog.waycarbon.com/2017/02/5-fontes-de-gases-de-efeito-estufa/,https://blog.waycarbon.com/2017/02/5-fontes-de-gases-de-efeito-estufa/,blog.waycarbon.com,waycarbon.com,1,1,TRUE,5,12,1,3,2,3,2,2,1,0,0,1,2,0,1,1,1,1,2,0,0,0,0,0,0,1,1,2,0,7,3,3,0.083357206,1
2808,68,infecção,Socio-Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,10,https://brasilescola.uol.com.br/o-que-e/biologia/o-que-e-infeccao.htm,https://brasilescola.uol.com.br/o-que-e/biologia/o-que-e-infeccao.htm,brasilescola.uol.com.br,uol.com.br,1,1,TRUE,5,6,2,1,2,3,3,2,1,0,0,1,2,1,1,2,1,1,2,0,1,1,1,0.5,1.5,1,0,1,0,9.5,4.25,4.25,0.088352239,1
2810,70,Inundação,Socio-Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,1,https://visao.sapo.pt/imobiliario/2022-11-27-a-inundacao-do-terreiro-do-paco-e-uma-questao-de-tempo/,https://visao.sapo.pt/imobiliario/2022-11-27-a-inundacao-do-terreiro-do-paco-e-uma-questao-de-tempo/,visao.sapo.pt,sapo.pt,3,1,TRUE,5,11,2,4,2,2,3,2,1,0,0,0,1,1,1,2,1,0,1,0,0,0,0,0.5,0.5,1,0,1,1,6.5,3.5,3.5,0.365960152,3
2814,70,Inundação,Socio-Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,6,https://apambiente.pt/prevencao-e-gestao-de-riscos/inundacoes,https://apambiente.pt/prevencao-e-gestao-de-riscos/inundacoes,apambiente.pt,apambiente.pt,1,1,TRUE,1,1,1,1,2,3,3,2,0,0,0,0,0,1,1,2,1,1,2,0,0,0,1,0,1,1,1,2,0,7,3.5,3.5,0.365960152,3
2816,70,Inundação,Socio-Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,7,https://dicionario.priberam.org/inunda%C3%A7%C3%A3o,https://dicionario.priberam.org/inunda%c3%a7%c3%a3o,dicionario.priberam.org,priberam.org,1,1,TRUE,1,10,1,1,2,3,3,2,0,0,0,1,1,1,1,2,1,1,2,0,0,0,1,1,2,0,0,0,0,7,3.25,3.25,0.365960152,3
2818,70,Inundação,Socio-Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,12,https://www.infopedia.pt/dicionarios/lingua-portuguesa/inunda%C3%A7%C3%A3o,https://www.infopedia.pt/dicionarios/lingua-portuguesa/inunda%c3%a7%c3%a3o,www.infopedia.pt,infopedia.pt,1,1,TRUE,1,10,1,1,2,3,3,2,0,0,0,0,0,1,1,2,1,1,2,0,0,0,1,1,2,0,0,0,0,6,3,3,0.365960152,3
2820,71,seca,Socio-Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,1,https://eco.sapo.pt/2022/12/03/dessalinizacao-sera-a-solucao-para-a-seca-em-portugal-a-base-de-agua-salgada/,https://eco.sapo.pt/2022/12/03/dessalinizacao-sera-a-solucao-para-a-seca-em-portugal-a-base-de-agua-salgada/,eco.sapo.pt,sapo.pt,3,1,TRUE,5,11,2,4,2,3,3,2,1,0,0,1,2,1,1,2,1,1,2,0,1,1,0,0.5,0.5,1,1,2,1,10.5,5.25,5.25,0.540009879,5
2822,71,seca,Socio-Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,4,https://www.sapo.pt/noticias/atualidade/presidente-da-cap-diz-que-agricultores-ainda-_638a20774cd72842e67bdb2a,https://www.sapo.pt/noticias/atualidade/presidente-da-cap-diz-que-agricultores-ainda-_638a20774cd72842e67bdb2a,www.sapo.pt,sapo.pt,3,1,TRUE,5,11,2,4,2,3,3,2,1,0,0,0,1,1,1,2,1,1,2,0,1,1,0,0.5,0.5,1,1,2,1,9.5,5,5,0.540009879,5
2826,71,seca,Socio-Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,7,https://rea.apambiente.pt/content/seca,https://rea.apambiente.pt/content/seca,rea.apambiente.pt,apambiente.pt,1,1,TRUE,5,1,1,4,2,3,2,2,1,0,1,1,3,0,1,1,1,1,2,1,1,2,1,0,1,1,1,2,1,12,5.75,5.75,0.540009879,5
2828,71,seca,Socio-Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,8,https://apambiente.pt/prevencao-e-gestao-de-riscos/secas,https://apambiente.pt/prevencao-e-gestao-de-riscos/secas,apambiente.pt,apambiente.pt,1,1,TRUE,1,1,1,1,2,3,2,2,0,0,0,1,1,0,1,1,1,1,2,0,1,1,1,0,1,1,1,2,0,8,3.75,3.75,0.540009879,5
2829,71,seca,Socio-Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,9,https://www.seca.com/pt_pt.html,https://www.seca.com/pt_pt.html,www.seca.com,seca.com,1,1,TRUE,5,12,1,1,2,3,3,2,1,0,0,1,2,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,6,2.5,2.5,0.540009879,5
2831,71,seca,Socio-Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,13,https://www.gpp.pt/index.php/monitorizacao-da-seca/impacto-da-seca,https://www.gpp.pt/index.php/monitorizacao-da-seca/impacto-da-seca,www.gpp.pt,gpp.pt,1,1,TRUE,1,1,1,1,2,3,3,1,1,0,0,0,1,1,0,1,1,1,2,1,1,2,1,0,1,1,1,2,0,9,4.25,4.25,0.540009879,5
2833,73-B,fraude do aquecimento global,Conspiracy Theories,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,1,https://poligrafo.sapo.pt/fact-check/alega-se-nas-redes-sociais-aquecimento-global-e-uma-fraude,https://poligrafo.sapo.pt/fact-check/alega-se-nas-redes-sociais-aquecimento-global-e-uma-fraude,poligrafo.sapo.pt,sapo.pt,1,1,TRUE,5,15,2,4,2,,3,,1,0,0,1,2,1,0,1,1,0,1,0,0,0,1,0.5,1.5,0,0,0,1,6.5,3.25,3.25,0.388833896,1
2844,73-B,fraude do aquecimento global,Conspiracy Theories,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,11,https://noticiasviriato.pt/fundador-da-greenpeace-diz-que-o-aquecimento-global-e-uma-fraude/,https://noticiasviriato.pt/fundador-da-greenpeace-diz-que-o-aquecimento-global-e-uma-fraude/,noticiasviriato.pt,noticiasviriato.pt,1,1,TRUE,5,11,1,4,1,,3,,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,0.388833896,1
2848,74-B,fraude da mudança climática,Conspiracy Theories,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,2,https://news.un.org/pt/story/2022/09/1800881,https://news.un.org/pt/story/2022/09/1800881,news.un.org,un.org,1,1,TRUE,5,4,2,4,2,,3,,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0.5,1.5,0,0,0,1,5.5,3,3,0.542038592,7
2851,74-B,fraude da mudança climática,Conspiracy Theories,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,4,https://pt.wikipedia.org/wiki/Negacionismo_clim%C3%A1tico,https://pt.wikipedia.org/wiki/negacionismo_clim%c3%a1tico,pt.wikipedia.org,wikipedia.org,1,1,TRUE,5,10,1,4,2,,3,,1,0,1,1,3,1,0,1,1,0,1,1,1,2,1,1,2,0,0,0,1,10,4.75,4.75,0.542038592,7
2853,74-B,fraude da mudança climática,Conspiracy Theories,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,5,https://partidolivre.pt/as-mentiras-das-alteracoes-climaticas,https://partidolivre.pt/as-mentiras-das-alteracoes-climaticas,partidolivre.pt,partidolivre.pt,1,1,TRUE,1,17,2,1,2,,3,,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0.5,0.5,0,0,0,0,3.5,1.5,1.5,0.542038592,7
2854,74-B,fraude da mudança climática,Conspiracy Theories,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,6,https://pt.technocracy.news/the-fraud-of-climate-change-and-the-drive-for-control/,https://pt.technocracy.news/the-fraud-of-climate-change-and-the-drive-for-control/,pt.technocracy.news,technocracy.news,1,1,TRUE,1,11,3,4,1,,3,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,3,2,2,0.542038592,7
2856,74-B,fraude da mudança climática,Conspiracy Theories,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,7,https://www.noticiasaominuto.com/mundo/2110020/diaz-ayuso-diz-que-emergencia-climatica-e-fraude-que-responde-aos-lobby,https://www.noticiasaominuto.com/mundo/2110020/diaz-ayuso-diz-que-emergencia-climatica-e-fraude-que-responde-aos-lobby,www.noticiasaominuto.com,noticiasaominuto.com,1,1,TRUE,1,11,1,4,2,,3,,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3,2,2,0.542038592,7
2858,74-B,fraude da mudança climática,Conspiracy Theories,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,8,https://www.natgeo.pt/photography/2017/03/6-maneiras-de-ser-afetado-pela-mudanca-climatica,https://www.natgeo.pt/photography/2017/03/6-maneiras-de-ser-afetado-pela-mudanca-climatica,www.natgeo.pt,natgeo.pt,1,1,TRUE,5,8,1,4,2,,3,,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,5,2.75,2.75,0.542038592,7
2860,74-B,fraude da mudança climática,Conspiracy Theories,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,9,https://www.natgeo.pt/meio-ambiente/6-maneiras-de-ser-afetado-pela-mudanca-climatica,https://www.natgeo.pt/meio-ambiente/6-maneiras-de-ser-afetado-pela-mudanca-climatica,www.natgeo.pt,natgeo.pt,1,1,TRUE,5,8,2,3,2,,3,,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0.5,1.5,0,0,0,0,4.5,2,2,0.542038592,7
2862,74-B,fraude da mudança climática,Conspiracy Theories,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,17,https://www1.folha.uol.com.br/ambiente/2021/11/agronegocio-banca-palestras-que-espalham-mito-de-que-aquecimento-global-pelo-homem-e-fraude.shtml,https://www1.folha.uol.com.br/ambiente/2021/11/agronegocio-banca-palestras-que-espalham-mito-de-que-aquecimento-global-pelo-homem-e-fraude.shtml,www1.folha.uol.com.br,uol.com.br,1,2,FALSE,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0.542038592,7
2868,77-B,vacinas causam autismo,Conspiracy Theories,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,5,https://www.imune.pt/respostas-diretas/as-vacinas-provocam-doencas/,https://www.imune.pt/respostas-diretas/as-vacinas-provocam-doencas/,www.imune.pt,imune.pt,1,1,TRUE,5,5,1,4,2,,3,,1,0,0,1,2,1,0,1,1,0,1,1,1,2,1,0,1,0,0,0,1,8,4,4,0.224973172,3
2870,77-B,vacinas causam autismo,Conspiracy Theories,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,6,https://observador.pt/2017/04/18/o-que-aconteceu-aos-dois-medicos-que-associaram-as-vacinas-ao-autismo/,https://observador.pt/2017/04/18/o-que-aconteceu-aos-dois-medicos-que-associaram-as-vacinas-ao-autismo/,observador.pt,observador.pt,1,1,TRUE,5,11,2,4,2,,3,,1,0,0,1,2,1,0,1,1,0,1,0,1,1,0,0.5,0.5,0,0,0,1,6.5,3.25,3.25,0.224973172,3
2875,77-B,vacinas causam autismo,Conspiracy Theories,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,10,https://exame.com/ciencia/vacinas-nao-causam-autismo-e-teoria-e-comprovadamente-falsa/,https://exame.com/ciencia/vacinas-nao-causam-autismo-e-teoria-e-comprovadamente-falsa/,exame.com,exame.com,1,1,TRUE,5,11,2,4,2,,3,,1,0,0,1,2,1,0,1,1,0,1,0,1,1,0,0.5,0.5,0,0,0,1,6.5,3.25,3.25,0.224973172,3
2879,79-B,terra plana,Conspiracy Theories,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,3,https://brasil.elpais.com/brasil/2019/02/27/ciencia/1551266455_220666.html,https://brasil.elpais.com/brasil/2019/02/27/ciencia/1551266455_220666.html,brasil.elpais.com,elpais.com,1,1,TRUE,5,11,2,4,2,,3,,1,0,1,1,3,1,0,1,1,0,1,0,1,1,0,0.5,0.5,0,0,0,1,7.5,3.5,3.5,0.240712709,3
2886,79-B,terra plana,Conspiracy Theories,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,9,https://www.youtube.com/watch?v=AZmvtOGpGdM,https://www.youtube.com/watch?v=azmvtogpgdm,www.youtube.com,youtube.com,1,1,TRUE,3,14,2,4,2,,3,,1,0,1,1,3,1,0,1,1,0,1,0,1,1,0,0.5,0.5,0,0,0,1,7.5,3.5,3.5,0.240712709,3
2888,79-B,terra plana,Conspiracy Theories,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,10,https://revistas.ufpr.br/revistax/article/view/76167,https://revistas.ufpr.br/revistax/article/view/76167,revistas.ufpr.br,ufpr.br,1,1,TRUE,1,8,3,4,2,,3,,0,0,0,0,0,1,0,1,1,0,1,1,1,2,1,1,2,0,0,0,1,7,4,4,0.240712709,3
2889,79-B,terra plana,Conspiracy Theories,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,17,https://www.terraplanacafe.com/,https://www.terraplanacafe.com/,www.terraplanacafe.com,terraplanacafe.com,1,4,FALSE,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0.240712709,3
2597,8,poluição,Canonical Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,4,https://lifestyle.sapo.pt/vida-e-carreira/ecologia/artigos/parlamento-rejeita-proibir-voos-noturnos-e-restringir-jatos-privados,https://lifestyle.sapo.pt/vida-e-carreira/ecologia/artigos/parlamento-rejeita-proibir-voos-noturnos-e-restringir-jatos-privados,lifestyle.sapo.pt,sapo.pt,3,1,TRUE,5,11,2,4,2,3,3,2,1,0,0,0,1,1,1,2,1,1,2,0,0,0,0,0.5,0.5,1,0,1,1,7.5,4,4,0.321702186,4
2599,8,poluição,Canonical Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,5,https://www.publico.pt/2022/12/03/azul/noticia/criancas-respiram-ar-poluido-maior-risco-ficar-tras-escola-2029893,https://www.publico.pt/2022/12/03/azul/noticia/criancas-respiram-ar-poluido-maior-risco-ficar-tras-escola-2029893,www.publico.pt,publico.pt,3,1,TRUE,5,11,2,4,2,3,1,2,1,0,0,1,2,0,1,1,1,1,2,0,1,1,0,0.5,0.5,1,0,1,1,8.5,4.25,4.25,0.321702186,4
2601,8,poluição,Canonical Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,8,https://www.miseria.com.br/ultimas-noticias/policia/homem-e-preso-em-granjeiro-por-crime-de-poluicao-sonora-e-desacato/,https://www.miseria.com.br/ultimas-noticias/policia/homem-e-preso-em-granjeiro-por-crime-de-poluicao-sonora-e-desacato/,www.miseria.com.br,miseria.com.br,3,4,FALSE,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0.321702186,4
2602,8,poluição,Canonical Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,9,https://www.preparaenem.com/geografia/poluicao.htm,https://www.preparaenem.com/geografia/poluicao.htm,www.preparaenem.com,preparaenem.com,1,1,TRUE,5,6,2,1,2,3,3,2,1,0,0,1,2,1,1,2,1,1,2,0,1,1,1,0.5,1.5,1,0,1,0,9.5,4.25,4.25,0.321702186,4
2603,8,poluição,Canonical Scientific Issues,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,11,https://apambiente.pt/ar-e-ruido/poluicao-do-ar,https://apambiente.pt/ar-e-ruido/poluicao-do-ar,apambiente.pt,apambiente.pt,1,1,TRUE,5,1,1,1,2,3,2,2,1,0,0,1,2,0,1,1,1,1,2,0,1,1,1,0,1,1,0,1,0,8,3.5,3.5,0.321702186,4
2893,80-B,fraude da ida do homem à lua,Conspiracy Theories,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,3,https://br.noticias.yahoo.com/teorias-da-conspiracao-a-ida-do-homem-a-lua-foi-uma-farsa-080047406.html,https://br.noticias.yahoo.com/teorias-da-conspiracao-a-ida-do-homem-a-lua-foi-uma-farsa-080047406.html,br.noticias.yahoo.com,yahoo.com,1,1,TRUE,5,11,2,4,2,,3,,1,0,0,1,2,1,0,1,1,0,1,0,0,0,0,0.5,0.5,0,0,0,1,5.5,2.75,2.75,0.230809104,3
2899,80-B,fraude da ida do homem à lua,Conspiracy Theories,Portuguese,"Lisbon,Lisbon,Portugal",Portuguese,Portugal,Portugal - Brazil,positive,pt,pt-PT,pt,4.12.2022,9,https://brasil.elpais.com/brasil/2019/06/21/actualidad/1561128132_157440.html,https://brasil.elpais.com/brasil/2019/06/21/actualidad/1561128132_157440.html,brasil.elpais.com,elpais.com,1,1,TRUE,5,11,2,4,2,,3,,1,0,0,1,2,1,0,1,1,0,1,0,1,1,0,0.5,0.5,0,0,0,1,6.5,3.25,3.25,0.230809104,3
